region,admin,env_variable,start_year,end_year,env_slope,env_p_value,trend,significance,n_year,cor_ts,lm_p_value,CB3_env_corr_summary,cb_slope,cb_p_value,cb_r^2,CB3_trend_summary
Jeju,Aewol,DO_b_adj,2016.000,2023.000,0.033,0.464,increasing,not_significant,3.000,-0.423,0.722,negative (not_significant),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Aewol,NH3-N_b_adj,2016.000,2023.000,0.370,0.508,increasing,not_significant,3.000,0.938,0.226,positive (not_significant),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Aewol,NO2-_b_adj,2016.000,2023.000,0.105,0.217,increasing,not_significant,3.000,-0.539,0.637,negative (not_significant),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Aewol,NO3-_b_adj,2016.000,2023.000,-1.267,0.303,decreasing,not_significant,3.000,0.989,0.094,positive (marginal),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Aewol,SAS_b_adj,2016.000,2023.000,-5.112,0.088,decreasing,marginal,3.000,0.237,0.847,positive (not_significant),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Aewol,SS_b_adj,2016.000,2023.000,0.050,0.948,increasing,not_significant,3.000,-0.595,0.594,negative (not_significant),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Aewol,TN_b_adj,2016.000,2023.000,-2.882,0.390,decreasing,not_significant,3.000,0.987,0.103,positive (not_significant),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Aewol,TP_b_adj,2016.000,2023.000,0.187,0.266,increasing,not_significant,3.000,0.273,0.824,positive (not_significant),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Aewol,pH_b_adj,2016.000,2023.000,-0.004,0.414,decreasing,not_significant,3.000,0.999,0.025,positive (significant),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Aewol,salinity_b_adj,2016.000,2023.000,0.007,0.869,increasing,not_significant,3.000,0.777,0.434,positive (not_significant),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Aewol,temp_b_adj,2016.000,2023.000,0.237,0.169,increasing,not_significant,3.000,-0.865,0.335,negative (not_significant),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Anduk,COD_b_adj,2016.000,2023.000,0.020,0.562,increasing,not_significant,3.000,-0.229,0.853,negative (not_significant),0.073,0.454,0.572,increasing (not_significant)
Jeju,Anduk,Chla_b_adj,2016.000,2023.000,-0.010,0.749,decreasing,not_significant,3.000,0.442,0.709,positive (not_significant),0.073,0.454,0.572,increasing (not_significant)
Jeju,Anduk,DIN_b_adj,2016.000,2023.000,-1.403,0.336,decreasing,not_significant,3.000,-0.296,0.809,negative (not_significant),0.073,0.454,0.572,increasing (not_significant)
Jeju,Anduk,DIP_b_adj,2016.000,2023.000,-0.047,0.835,decreasing,not_significant,3.000,0.477,0.683,positive (not_significant),0.073,0.454,0.572,increasing (not_significant)
Jeju,Anduk,DO_b_adj,2016.000,2023.000,-0.032,0.538,decreasing,not_significant,3.000,0.513,0.657,positive (not_significant),0.073,0.454,0.572,increasing (not_significant)
Jeju,Anduk,NH3-N_b_adj,2016.000,2023.000,-0.130,0.824,decreasing,not_significant,3.000,-0.830,0.377,negative (not_significant),0.073,0.454,0.572,increasing (not_significant)
Jeju,Anduk,NO2-_b_adj,2016.000,2023.000,0.056,0.542,increasing,not_significant,3.000,0.331,0.785,positive (not_significant),0.073,0.454,0.572,increasing (not_significant)
Jeju,Anduk,NO3-_b_adj,2016.000,2023.000,-1.326,0.299,decreasing,not_significant,3.000,0.024,0.985,positive (not_significant),0.073,0.454,0.572,increasing (not_significant)
Jeju,Anduk,SAS_b_adj,2016.000,2023.000,-5.094,0.103,decreasing,not_significant,3.000,0.279,0.820,positive (not_significant),0.073,0.454,0.572,increasing (not_significant)
Jeju,Anduk,SS_b_adj,2016.000,2023.000,-0.155,0.800,decreasing,not_significant,3.000,0.969,0.158,positive (not_significant),0.073,0.454,0.572,increasing (not_significant)
Jeju,Anduk,TN_b_adj,2016.000,2023.000,-3.832,0.223,decreasing,not_significant,3.000,-0.483,0.679,negative (not_significant),0.073,0.454,0.572,increasing (not_significant)
Jeju,Anduk,TP_b_adj,2016.000,2023.000,0.209,0.278,increasing,not_significant,3.000,1.000,0.011,positive (significant),0.073,0.454,0.572,increasing (not_significant)
Jeju,Anduk,pH_b_adj,2016.000,2023.000,-0.005,0.524,decreasing,not_significant,3.000,-0.899,0.289,negative (not_significant),0.073,0.454,0.572,increasing (not_significant)
Jeju,Anduk,salinity_b_adj,2016.000,2023.000,-0.033,0.444,decreasing,not_significant,3.000,-0.679,0.525,negative (not_significant),0.073,0.454,0.572,increasing (not_significant)
Jeju,Anduk,temp_b_adj,2016.000,2023.000,0.306,0.085,increasing,marginal,3.000,0.440,0.710,positive (not_significant),0.073,0.454,0.572,increasing (not_significant)
Jeju,Daejung,COD_b_adj,2016.000,2023.000,0.047,0.126,increasing,not_significant,3.000,-0.881,0.314,negative (not_significant),-0.052,0.886,0.032,decreasing (not_significant)
Jeju,Daejung,Chla_b_adj,2016.000,2023.000,-0.017,0.584,decreasing,not_significant,3.000,0.618,0.576,positive (not_significant),-0.052,0.886,0.032,decreasing (not_significant)
Jeju,Daejung,DIN_b_adj,2016.000,2023.000,-0.909,0.494,decreasing,not_significant,3.000,0.998,0.037,positive (significant),-0.052,0.886,0.032,decreasing (not_significant)
Jeju,Daejung,DIP_b_adj,2016.000,2023.000,-0.075,0.705,decreasing,not_significant,3.000,1.000,0.017,positive (significant),-0.052,0.886,0.032,decreasing (not_significant)
Jeju,Daejung,DO_b_adj,2016.000,2023.000,-0.016,0.750,decreasing,not_significant,3.000,0.990,0.090,positive (marginal),-0.052,0.886,0.032,decreasing (not_significant)
Jeju,Daejung,NH3-N_b_adj,2016.000,2023.000,0.199,0.594,increasing,not_significant,3.000,0.206,0.868,positive (not_significant),-0.052,0.886,0.032,decreasing (not_significant)
Jeju,Daejung,NO2-_b_adj,2016.000,2023.000,0.006,0.932,increasing,not_significant,3.000,0.290,0.813,positive (not_significant),-0.052,0.886,0.032,decreasing (not_significant)
Jeju,Daejung,NO3-_b_adj,2016.000,2023.000,-1.088,0.303,decreasing,not_significant,3.000,0.949,0.205,positive (not_significant),-0.052,0.886,0.032,decreasing (not_significant)
Jeju,Daejung,SAS_b_adj,2016.000,2023.000,-2.492,0.334,decreasing,not_significant,3.000,-0.022,0.986,negative (not_significant),-0.052,0.886,0.032,decreasing (not_significant)
Jeju,Daejung,SS_b_adj,2016.000,2023.000,1.124,0.039,increasing,significant,3.000,0.673,0.530,positive (not_significant),-0.052,0.886,0.032,decreasing (not_significant)
Jeju,Daejung,TN_b_adj,2016.000,2023.000,-8.136,0.000,decreasing,significant,3.000,0.498,0.668,positive (not_significant),-0.052,0.886,0.032,decreasing (not_significant)
Jeju,Daejung,TP_b_adj,2016.000,2023.000,0.079,0.634,increasing,not_significant,3.000,0.446,0.706,positive (not_significant),-0.052,0.886,0.032,decreasing (not_significant)
Jeju,Daejung,pH_b_adj,2016.000,2023.000,-0.004,0.494,decreasing,not_significant,3.000,0.042,0.973,positive (not_significant),-0.052,0.886,0.032,decreasing (not_significant)
Jeju,Daejung,salinity_b_adj,2016.000,2023.000,-0.032,0.516,decreasing,not_significant,3.000,0.359,0.766,positive (not_significant),-0.052,0.886,0.032,decreasing (not_significant)
Jeju,Daejung,temp_b_adj,2016.000,2023.000,0.203,0.237,increasing,not_significant,3.000,-0.760,0.451,negative (not_significant),-0.052,0.886,0.032,decreasing (not_significant)
Jeju,Gujwa,COD_b_adj,2016.000,2023.000,0.068,0.013,increasing,significant,3.000,-0.993,0.073,negative (marginal),-0.186,0.164,0.935,decreasing (not_significant)
Jeju,Gujwa,Chla_b_adj,2016.000,2023.000,-0.013,0.645,decreasing,not_significant,3.000,0.624,0.571,positive (not_significant),-0.186,0.164,0.935,decreasing (not_significant)
Jeju,Gujwa,DIN_b_adj,2016.000,2023.000,0.511,0.710,increasing,not_significant,3.000,0.999,0.033,positive (significant),-0.186,0.164,0.935,decreasing (not_significant)
Jeju,Gujwa,DIP_b_adj,2016.000,2023.000,0.046,0.832,increasing,not_significant,3.000,-0.914,0.265,negative (not_significant),-0.186,0.164,0.935,decreasing (not_significant)
Jeju,Gujwa,DO_b_adj,2016.000,2023.000,-0.052,0.323,decreasing,not_significant,3.000,0.619,0.575,positive (not_significant),-0.186,0.164,0.935,decreasing (not_significant)
Jeju,Gujwa,NH3-N_b_adj,2016.000,2023.000,-0.344,0.385,decreasing,not_significant,3.000,0.954,0.194,positive (not_significant),-0.186,0.164,0.935,decreasing (not_significant)
Jeju,Gujwa,NO2-_b_adj,2016.000,2023.000,0.002,0.993,increasing,not_significant,3.000,-0.909,0.273,negative (not_significant),-0.186,0.164,0.935,decreasing (not_significant)
Jeju,Gujwa,NO3-_b_adj,2016.000,2023.000,0.854,0.490,increasing,not_significant,3.000,0.727,0.482,positive (not_significant),-0.186,0.164,0.935,decreasing (not_significant)
Jeju,Gujwa,SAS_b_adj,2016.000,2023.000,-1.115,0.603,decreasing,not_significant,3.000,-0.498,0.668,negative (not_significant),-0.186,0.164,0.935,decreasing (not_significant)
Jeju,Gujwa,SS_b_adj,2016.000,2023.000,0.321,0.457,increasing,not_significant,3.000,-0.253,0.837,negative (not_significant),-0.186,0.164,0.935,decreasing (not_significant)
Jeju,Gujwa,TN_b_adj,2016.000,2023.000,-6.503,0.001,decreasing,significant,3.000,0.964,0.172,positive (not_significant),-0.186,0.164,0.935,decreasing (not_significant)
Jeju,Gujwa,TP_b_adj,2016.000,2023.000,0.279,0.121,increasing,not_significant,3.000,-0.489,0.675,negative (not_significant),-0.186,0.164,0.935,decreasing (not_significant)
Jeju,Gujwa,pH_b_adj,2016.000,2023.000,-0.005,0.352,decreasing,not_significant,3.000,0.955,0.192,positive (not_significant),-0.186,0.164,0.935,decreasing (not_significant)
Jeju,Gujwa,salinity_b_adj,2016.000,2023.000,-0.028,0.633,decreasing,not_significant,3.000,-0.040,0.975,negative (not_significant),-0.186,0.164,0.935,decreasing (not_significant)
Jeju,Gujwa,temp_b_adj,2016.000,2023.000,0.239,0.206,increasing,not_significant,3.000,-0.948,0.207,negative (not_significant),-0.186,0.164,0.935,decreasing (not_significant)
Jeju,Hangyung,COD_b_adj,2016.000,2023.000,0.044,0.126,increasing,not_significant,3.000,0.850,0.353,positive (not_significant),0.192,0.196,0.908,increasing (not_significant)
Jeju,Hangyung,Chla_b_adj,2016.000,2023.000,-0.009,0.760,decreasing,not_significant,3.000,-0.656,0.545,negative (not_significant),0.192,0.196,0.908,increasing (not_significant)
Jeju,Hangyung,DIN_b_adj,2016.000,2023.000,0.317,0.803,increasing,not_significant,3.000,0.184,0.882,positive (not_significant),0.192,0.196,0.908,increasing (not_significant)
Jeju,Hangyung,DIP_b_adj,2016.000,2023.000,0.101,0.610,increasing,not_significant,3.000,0.978,0.132,positive (not_significant),0.192,0.196,0.908,increasing (not_significant)
Jeju,Hangyung,DO_b_adj,2016.000,2023.000,-0.026,0.573,decreasing,not_significant,3.000,-0.607,0.585,negative (not_significant),0.192,0.196,0.908,increasing (not_significant)
Jeju,Hangyung,NH3-N_b_adj,2016.000,2023.000,0.571,0.264,increasing,not_significant,3.000,0.366,0.762,positive (not_significant),0.192,0.196,0.908,increasing (not_significant)
Jeju,Hangyung,NO2-_b_adj,2016.000,2023.000,0.023,0.742,increasing,not_significant,3.000,0.954,0.194,positive (not_significant),0.192,0.196,0.908,increasing (not_significant)
Jeju,Hangyung,NO3-_b_adj,2016.000,2023.000,-0.373,0.746,decreasing,not_significant,3.000,-0.535,0.640,negative (not_significant),0.192,0.196,0.908,increasing (not_significant)
Jeju,Hangyung,SAS_b_adj,2016.000,2023.000,-1.157,0.638,decreasing,not_significant,3.000,0.999,0.030,positive (significant),0.192,0.196,0.908,increasing (not_significant)
Jeju,Hangyung,SS_b_adj,2016.000,2023.000,1.367,0.013,increasing,significant,3.000,1.000,0.004,positive (significant),0.192,0.196,0.908,increasing (not_significant)
Jeju,Hangyung,TN_b_adj,2016.000,2023.000,-8.459,0.000,decreasing,significant,3.000,-0.983,0.119,negative (not_significant),0.192,0.196,0.908,increasing (not_significant)
Jeju,Hangyung,TP_b_adj,2016.000,2023.000,0.296,0.059,increasing,marginal,3.000,0.977,0.137,positive (not_significant),0.192,0.196,0.908,increasing (not_significant)
Jeju,Hangyung,pH_b_adj,2016.000,2023.000,-0.008,0.309,decreasing,not_significant,3.000,-0.756,0.454,negative (not_significant),0.192,0.196,0.908,increasing (not_significant)
Jeju,Hangyung,salinity_b_adj,2016.000,2023.000,-0.014,0.720,decreasing,not_significant,3.000,-0.160,0.898,negative (not_significant),0.192,0.196,0.908,increasing (not_significant)
Jeju,Hangyung,temp_b_adj,2016.000,2023.000,0.196,0.214,increasing,not_significant,3.000,0.795,0.415,positive (not_significant),0.192,0.196,0.908,increasing (not_significant)
Jeju,Jeju,COD_b_adj,2016.000,2023.000,0.050,0.031,increasing,significant,4.000,0.616,0.384,positive (not_significant),-0.446,0.590,0.168,decreasing (not_significant)
Jeju,Jeju,Chla_b_adj,2016.000,2023.000,0.006,0.883,increasing,not_significant,4.000,-0.341,0.659,negative (not_significant),-0.446,0.590,0.168,decreasing (not_significant)
Jeju,Jeju,DIN_b_adj,2016.000,2023.000,0.203,0.879,increasing,not_significant,4.000,-0.746,0.254,negative (not_significant),-0.446,0.590,0.168,decreasing (not_significant)
Jeju,Jeju,DIP_b_adj,2016.000,2023.000,-0.094,0.705,decreasing,not_significant,4.000,-0.937,0.063,negative (marginal),-0.446,0.590,0.168,decreasing (not_significant)
Jeju,Jeju,DO_b_adj,2016.000,2023.000,-0.029,0.572,decreasing,not_significant,4.000,0.970,0.030,positive (significant),-0.446,0.590,0.168,decreasing (not_significant)
Jeju,Jeju,NH3-N_b_adj,2016.000,2023.000,0.570,0.389,increasing,not_significant,4.000,-0.110,0.890,negative (not_significant),-0.446,0.590,0.168,decreasing (not_significant)
Jeju,Jeju,NO2-_b_adj,2016.000,2023.000,0.120,0.144,increasing,not_significant,4.000,-0.980,0.020,negative (significant),-0.446,0.590,0.168,decreasing (not_significant)
Jeju,Jeju,NO3-_b_adj,2016.000,2023.000,-0.191,0.877,decreasing,not_significant,4.000,-0.855,0.145,negative (not_significant),-0.446,0.590,0.168,decreasing (not_significant)
Jeju,Jeju,SAS_b_adj,2016.000,2023.000,-3.645,0.217,decreasing,not_significant,4.000,-0.476,0.524,negative (not_significant),-0.446,0.590,0.168,decreasing (not_significant)
Jeju,Jeju,SS_b_adj,2016.000,2023.000,0.868,0.051,increasing,marginal,4.000,-0.705,0.295,negative (not_significant),-0.446,0.590,0.168,decreasing (not_significant)
Jeju,Jeju,TN_b_adj,2016.000,2023.000,-7.613,0.000,decreasing,significant,4.000,-0.187,0.813,negative (not_significant),-0.446,0.590,0.168,decreasing (not_significant)
Jeju,Jeju,TP_b_adj,2016.000,2023.000,0.227,0.144,increasing,not_significant,4.000,-0.762,0.238,negative (not_significant),-0.446,0.590,0.168,decreasing (not_significant)
Jeju,Jeju,pH_b_adj,2016.000,2023.000,-0.008,0.172,decreasing,not_significant,4.000,0.444,0.556,positive (not_significant),-0.446,0.590,0.168,decreasing (not_significant)
Jeju,Jeju,salinity_b_adj,2016.000,2023.000,-0.061,0.333,decreasing,not_significant,4.000,-0.398,0.602,negative (not_significant),-0.446,0.590,0.168,decreasing (not_significant)
Jeju,Jeju,temp_b_adj,2016.000,2023.000,0.246,0.172,increasing,not_significant,4.000,0.410,0.590,positive (not_significant),-0.446,0.590,0.168,decreasing (not_significant)
Jeju,Jocheon,COD_b_adj,2016.000,2023.000,0.045,0.240,increasing,not_significant,3.000,0.065,0.959,positive (not_significant),0.004,0.919,0.016,increasing (not_significant)
Jeju,Jocheon,Chla_b_adj,2016.000,2023.000,-0.009,0.825,decreasing,not_significant,3.000,0.958,0.184,positive (not_significant),0.004,0.919,0.016,increasing (not_significant)
Jeju,Jocheon,DIN_b_adj,2016.000,2023.000,-0.693,0.666,decreasing,not_significant,3.000,0.410,0.731,positive (not_significant),0.004,0.919,0.016,increasing (not_significant)
Jeju,Jocheon,DIP_b_adj,2016.000,2023.000,0.144,0.515,increasing,not_significant,3.000,0.247,0.841,positive (not_significant),0.004,0.919,0.016,increasing (not_significant)
Jeju,Jocheon,DO_b_adj,2016.000,2023.000,0.004,0.943,increasing,not_significant,3.000,0.380,0.752,positive (not_significant),0.004,0.919,0.016,increasing (not_significant)
Jeju,Jocheon,NH3-N_b_adj,2016.000,2023.000,-0.279,0.712,decreasing,not_significant,3.000,0.244,0.843,positive (not_significant),0.004,0.919,0.016,increasing (not_significant)
Jeju,Jocheon,NO2-_b_adj,2016.000,2023.000,0.106,0.285,increasing,not_significant,3.000,-0.494,0.671,negative (not_significant),0.004,0.919,0.016,increasing (not_significant)
Jeju,Jocheon,NO3-_b_adj,2016.000,2023.000,-0.519,0.717,decreasing,not_significant,3.000,0.749,0.461,positive (not_significant),0.004,0.919,0.016,increasing (not_significant)
Jeju,Jocheon,SAS_b_adj,2016.000,2023.000,0.647,0.847,increasing,not_significant,3.000,-0.994,0.072,negative (marginal),0.004,0.919,0.016,increasing (not_significant)
Jeju,Jocheon,SS_b_adj,2016.000,2023.000,1.156,0.022,increasing,significant,3.000,0.774,0.437,positive (not_significant),0.004,0.919,0.016,increasing (not_significant)
Jeju,Jocheon,TN_b_adj,2016.000,2023.000,-7.419,0.004,decreasing,significant,3.000,-0.170,0.891,negative (not_significant),0.004,0.919,0.016,increasing (not_significant)
Jeju,Jocheon,TP_b_adj,2016.000,2023.000,0.463,0.039,increasing,significant,3.000,0.271,0.825,positive (not_significant),0.004,0.919,0.016,increasing (not_significant)
Jeju,Jocheon,pH_b_adj,2016.000,2023.000,-0.006,0.382,decreasing,not_significant,3.000,0.459,0.697,positive (not_significant),0.004,0.919,0.016,increasing (not_significant)
Jeju,Jocheon,salinity_b_adj,2016.000,2023.000,0.017,0.761,increasing,not_significant,3.000,0.993,0.076,positive (marginal),0.004,0.919,0.016,increasing (not_significant)
Jeju,Jocheon,temp_b_adj,2016.000,2023.000,0.101,0.578,increasing,not_significant,3.000,-0.400,0.738,negative (not_significant),0.004,0.919,0.016,increasing (not_significant)
Jeju,Namwon,COD_b_adj,2016.000,2023.000,0.041,0.243,increasing,not_significant,3.000,0.852,0.351,positive (not_significant),0.304,0.066,0.989,increasing (marginal)
Jeju,Namwon,Chla_b_adj,2016.000,2023.000,0.023,0.743,increasing,not_significant,3.000,-0.374,0.756,negative (not_significant),0.304,0.066,0.989,increasing (marginal)
Jeju,Namwon,DIN_b_adj,2016.000,2023.000,-2.287,0.313,decreasing,not_significant,3.000,-0.388,0.746,negative (not_significant),0.304,0.066,0.989,increasing (marginal)
Jeju,Namwon,DIP_b_adj,2016.000,2023.000,-0.293,0.312,decreasing,not_significant,3.000,-0.572,0.613,negative (not_significant),0.304,0.066,0.989,increasing (marginal)
Jeju,Namwon,DO_b_adj,2016.000,2023.000,0.040,0.525,increasing,not_significant,3.000,0.333,0.784,positive (not_significant),0.304,0.066,0.989,increasing (marginal)
Jeju,Namwon,NH3-N_b_adj,2016.000,2023.000,-0.095,0.825,decreasing,not_significant,3.000,-0.129,0.918,negative (not_significant),0.304,0.066,0.989,increasing (marginal)
Jeju,Namwon,NO2-_b_adj,2016.000,2023.000,-0.108,0.454,decreasing,not_significant,3.000,-0.209,0.866,negative (not_significant),0.304,0.066,0.989,increasing (marginal)
Jeju,Namwon,NO3-_b_adj,2016.000,2023.000,-2.112,0.325,decreasing,not_significant,3.000,-0.464,0.693,negative (not_significant),0.304,0.066,0.989,increasing (marginal)
Jeju,Namwon,SAS_b_adj,2016.000,2023.000,-10.452,0.295,decreasing,not_significant,3.000,-0.357,0.768,negative (not_significant),0.304,0.066,0.989,increasing (marginal)
Jeju,Namwon,SS_b_adj,2016.000,2023.000,1.021,0.053,increasing,marginal,3.000,0.394,0.742,positive (not_significant),0.304,0.066,0.989,increasing (marginal)
Jeju,Namwon,TN_b_adj,2016.000,2023.000,-4.096,0.109,decreasing,not_significant,3.000,-0.999,0.022,negative (significant),0.304,0.066,0.989,increasing (marginal)
Jeju,Namwon,TP_b_adj,2016.000,2023.000,0.230,0.275,increasing,not_significant,3.000,0.795,0.415,positive (not_significant),0.304,0.066,0.989,increasing (marginal)
Jeju,Namwon,pH_b_adj,2016.000,2023.000,-0.018,0.221,decreasing,not_significant,3.000,-0.751,0.459,negative (not_significant),0.304,0.066,0.989,increasing (marginal)
Jeju,Namwon,salinity_b_adj,2016.000,2023.000,-0.004,0.928,decreasing,not_significant,3.000,-0.935,0.230,negative (not_significant),0.304,0.066,0.989,increasing (marginal)
Jeju,Namwon,temp_b_adj,2016.000,2023.000,0.356,0.062,increasing,marginal,3.000,0.869,0.329,positive (not_significant),0.304,0.066,0.989,increasing (marginal)
Jeju,Pyosun,COD_b_adj,2016.000,2023.000,0.043,0.264,increasing,not_significant,3.000,0.987,0.102,positive (not_significant),0.175,0.156,0.941,increasing (not_significant)
Jeju,Pyosun,Chla_b_adj,2016.000,2023.000,0.019,0.664,increasing,not_significant,3.000,0.857,0.345,positive (not_significant),0.175,0.156,0.941,increasing (not_significant)
Jeju,Pyosun,DIN_b_adj,2016.000,2023.000,1.063,0.607,increasing,not_significant,3.000,0.310,0.799,positive (not_significant),0.175,0.156,0.941,increasing (not_significant)
Jeju,Pyosun,DIP_b_adj,2016.000,2023.000,0.213,0.402,increasing,not_significant,3.000,0.943,0.216,positive (not_significant),0.175,0.156,0.941,increasing (not_significant)
Jeju,Pyosun,DO_b_adj,2016.000,2023.000,-0.123,0.061,decreasing,marginal,3.000,-0.978,0.133,negative (not_significant),0.175,0.156,0.941,increasing (not_significant)
Jeju,Pyosun,NH3-N_b_adj,2016.000,2023.000,-0.027,0.958,decreasing,not_significant,3.000,-0.535,0.641,negative (not_significant),0.175,0.156,0.941,increasing (not_significant)
Jeju,Pyosun,NO2-_b_adj,2016.000,2023.000,0.086,0.425,increasing,not_significant,3.000,0.585,0.602,positive (not_significant),0.175,0.156,0.941,increasing (not_significant)
Jeju,Pyosun,NO3-_b_adj,2016.000,2023.000,0.784,0.678,increasing,not_significant,3.000,0.276,0.822,positive (not_significant),0.175,0.156,0.941,increasing (not_significant)
Jeju,Pyosun,SAS_b_adj,2016.000,2023.000,3.267,0.400,increasing,not_significant,3.000,0.330,0.786,positive (not_significant),0.175,0.156,0.941,increasing (not_significant)
Jeju,Pyosun,SS_b_adj,2016.000,2023.000,0.745,0.244,increasing,not_significant,3.000,0.951,0.200,positive (not_significant),0.175,0.156,0.941,increasing (not_significant)
Jeju,Pyosun,TN_b_adj,2016.000,2023.000,-4.329,0.073,decreasing,marginal,3.000,-0.417,0.726,negative (not_significant),0.175,0.156,0.941,increasing (not_significant)
Jeju,Pyosun,TP_b_adj,2016.000,2023.000,0.347,0.123,increasing,not_significant,3.000,1.000,0.006,positive (significant),0.175,0.156,0.941,increasing (not_significant)
Jeju,Pyosun,pH_b_adj,2016.000,2023.000,-0.010,0.415,decreasing,not_significant,3.000,0.119,0.924,positive (not_significant),0.175,0.156,0.941,increasing (not_significant)
Jeju,Pyosun,salinity_b_adj,2016.000,2023.000,-0.088,0.109,decreasing,not_significant,3.000,-0.972,0.152,negative (not_significant),0.175,0.156,0.941,increasing (not_significant)
Jeju,Pyosun,temp_b_adj,2016.000,2023.000,0.487,0.017,increasing,significant,3.000,0.879,0.317,positive (not_significant),0.175,0.156,0.941,increasing (not_significant)
Jeju,Seoguipo,COD_b_adj,2016.000,2023.000,0.076,0.003,increasing,significant,3.000,0.824,0.384,positive (not_significant),0.344,0.278,0.821,increasing (not_significant)
Jeju,Seoguipo,Chla_b_adj,2016.000,2023.000,0.012,0.752,increasing,not_significant,3.000,0.722,0.487,positive (not_significant),0.344,0.278,0.821,increasing (not_significant)
Jeju,Seoguipo,DIN_b_adj,2016.000,2023.000,0.893,0.699,increasing,not_significant,3.000,-0.741,0.468,negative (not_significant),0.344,0.278,0.821,increasing (not_significant)
Jeju,Seoguipo,DIP_b_adj,2016.000,2023.000,0.042,0.860,increasing,not_significant,3.000,0.622,0.573,positive (not_significant),0.344,0.278,0.821,increasing (not_significant)
Jeju,Seoguipo,DO_b_adj,2016.000,2023.000,-0.006,0.898,decreasing,not_significant,3.000,-0.902,0.284,negative (not_significant),0.344,0.278,0.821,increasing (not_significant)
Jeju,Seoguipo,NH3-N_b_adj,2016.000,2023.000,-0.108,0.817,decreasing,not_significant,3.000,-0.875,0.322,negative (not_significant),0.344,0.278,0.821,increasing (not_significant)
Jeju,Seoguipo,NO2-_b_adj,2016.000,2023.000,0.000,1.000,increasing,not_significant,3.000,-0.990,0.092,negative (marginal),0.344,0.278,0.821,increasing (not_significant)
Jeju,Seoguipo,NO3-_b_adj,2016.000,2023.000,1.005,0.608,increasing,not_significant,3.000,-0.612,0.580,negative (not_significant),0.344,0.278,0.821,increasing (not_significant)
Jeju,Seoguipo,SAS_b_adj,2016.000,2023.000,-0.715,0.897,decreasing,not_significant,3.000,-0.996,0.057,negative (marginal),0.344,0.278,0.821,increasing (not_significant)
